Company,Location,Country,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,7/22/2018,5:50:00,Falcon 9 Block 5,Telstar 19V,Active,67000000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,7/25/2018,11:25:00,Ariane 5 ES,Galileo FOC FM19-FM22,Retired,0,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA", USA,7/25/2018,11:39:00,Falcon 9 Block 5,Iridium-7,Active,67000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,7/29/2018,1:48:00,Long March 3B/YZ-1,BeiDou-3 M5 & M6,Active,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,7/31/2018,3:00:00,Long March 4B,Gaofen 11,Active,64680000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,8/7/2018,5:18:00,Falcon 9 Block 5,Merah Putih (Telkom-4),Active,67000000,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,8/12/2018,7:31:00,Delta IV Heavy,Parker Solar Probe,Active,350000000,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France", France,8/22/2018,21:20:00,Vega,ADM-Aeolus,Active,37000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,8/24/2018,23:52:00,Long March 3B/YZ-1,BeiDou-3 M11 & M12,Active,0,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",Multinational,8/25/2018,18:15:00,SARGE,Launch 1,Active,0,Partial Failure
CASC,"Taiyuan Satellite Launch Center, China", China,9/7/2018,3:15:00,Long March 2C,Haiyang 1C (HY-1C),Active,30800000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,9/10/2018,4:45:00,Falcon 9 Block 5,Telstar 18V / APStar 5C,Active,67000000,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA", USA,9/15/2018,13:02:00,Delta II 7420-10C,ICESat-2,Retired,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India", India,9/16/2018,16:38:00,PSLV-CA,SSTL-1 & NovaSAR-S,Active,21000000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,9/19/2018,14:07:00,Long March 3B/YZ-1,BeiDou-3 M13 & M14,Active,0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan", Japan,9/22/2018,17:52:00,H-IIB,HTV-7,Retired,112500000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,9/25/2018,22:38:00,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,Active,200000000,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China", China,9/29/2018,4:13:00,Kuaizhou 1A,CentiSpace-1 S1,Active,5800000,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA", USA,10/8/2018,2:21:00,Falcon 9 Block 5,SAOCOM 1A,Active,67000000,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,10/9/2018,2:43:00,Long March 2C,Yaogan-32 Group 01,Active,30800000,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/11/2018,8:40:00,Soyuz FG,Soyuz MS-10 (56S),Retired,0,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China", China,10/15/2018,4:23:00,Long March 3B/YZ-1,BeiDou-3 M15 & M16,Active,0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,10/17/2018,4:15:00,Atlas V 551,AEHF-4,Active,153000000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,10/20/2018,1:45:00,Ariane 5 ECA,BepiColombo,Active,200000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,10/24/2018,22:57:00,Long March 4B,Haiyang-2B,Active,64680000,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,10/25/2018,0:15:00,Soyuz 2.1b,Lotus-S No.4,Active,20000000,Success
Landspace,"Site 95, Jiuquan Satellite Launch Center, China", China,10/27/2018,8:00:00,ZhuQue-1,CCTV Future-1,Retired,0,Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,10/29/2018,0:47:00,Long March 2C,"CFOSAT, Zhaojin-1, Hongyan-1, & Others",Active,30800000,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,10/29/2018,4:08:00,H-IIA 202,"Ibuki 2, KhalifaSat & Others",Active,90000000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,11/1/2018,15:57:00,Long March 3B/E,Beidou-3 G1,Active,29150000,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,11/3/2018,20:17:00,Soyuz 2.1b/Fregat,GLONASS-M No.54S,Active,25000000,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France", France,11/7/2018,0:47:00,Soyuz ST-B/Fregat-M,MetOp C,Active,0,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,11/11/2018,3:50:00,Electron/Curie,It's Business Time,Active,7500000,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India", India,11/14/2018,11:38:00,GSLV Mk III,GSAT 29,Active,62000000,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA", USA,11/15/2018,20:46:00,Falcon 9 Block 5,Es'hail 2,Active,67000000,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,11/16/2018,18:14:00,Soyuz FG,Progress MS-10 (71P),Retired,0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA", USA,11/17/2018,9:01:00,Antares 230,CRS NG-10,Retired,85000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,11/18/2018,18:07:00,Long March 3B/YZ-1,BeiDou-3 M17 & M18,Active,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,11/19/2018,23:40:00,Long March 2D,"Shiyan-6, Jiading-1 (OKW-01), & Others",Active,29750000,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France", France,11/21/2018,1:42:00,Vega,Mohammed VI-B,Active,37000000,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India", India,11/29/2018,4:27:00,PSLV-CA,HySIS,Active,21000000,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,11/30/2018,2:27:00,Rokot/Briz KM,Cosmos 2530 to 2532,Retired,41800000,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,12/3/2018,11:31:00,Soyuz FG,Soyuz MS-11 (57S),Retired,0,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA", USA,12/3/2018,18:34:00,Falcon 9 Block 5,Spaceflight SSO-A,Active,67000000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,12/4/2018,20:37:00,Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT 2A,Active,200000000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,12/5/2018,18:16:00,Falcon 9 Block 5,CRS-16,Active,67000000,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,12/7/2018,4:12:00,Long March 2D,"SaudiSAT 5A, & 5B and Others",Active,29750000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,12/7/2018,18:23:00,Long March 3B/E,Chang'e-4,Active,29150000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,12/16/2018,6:33:00,Electron/Curie,This one's for Pickering,Active,7500000,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India", India,12/19/2018,10:40:00,GSLV Mk II,GSAT-7A,Active,47000000,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France", France,12/19/2018,16:37:00,Soyuz ST-A/Fregat-M,CSO 1,Active,30000000,Success
VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Multinational,12/21/2018,0:20:00,Proton-M/Briz-M,Blagovest No.13L,Active,65000000,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China", China,12/21/2018,23:51:00,Long March 11,Hongyun-1,Active,5300000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,12/23/2018,13:51:00,Falcon 9 Block 5,GPS III SV01,Active,67000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,12/24/2018,16:53:00,Long March 3C/E,TJS-3,Active,20000000,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia", Russia,12/27/2018,2:07:00,Soyuz 2.1a/Fregat,Kanopus-V No. 5-6 & Rideshares,Active,48500000,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,12/29/2018,8:02:00,Long March 2D/YZ-3,Hongyan-1,Active,0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,1/10/2019,17:11:00,Long March 3B/E,Zhongxing-2D (Chinasat-2D),Active,29150000,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA", USA,1/11/2019,15:31:00,Falcon 9 Block 5,Iridium-8,Active,67000000,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran", Iran,1/15/2019,0:30:00,Simorgh,Payam-e Amirkabir,Active,0,Failure
JAXA,"Mu Pad, Uchinoura Space Center, Japan", Japan,1/18/2019,0:50:00,Epsilon PBS,Innovative Satellite Technology Demonstration-1,Active,39000000,Success
ULA,"SLC-6, Vandenberg AFB, California, USA", USA,1/19/2019,19:10:00,Delta IV Heavy,NROL-71,Active,350000000,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China", China,1/21/2019,5:42:00,Long March 11,Jilin-1 Hyperspectral & Others,Active,5300000,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA", USA,1/23/2019,15:05:00,New Shepard,NS-10,Active,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India", India,1/24/2019,18:07:00,PSLV-DL,Microsat-R,Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,2/5/2019,21:01:00,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4,Active,200000000,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran", Iran,2/5/2019,,Safir-1B+,Dousti,Active,0,Failure
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/21/2019,16:47:00,Soyuz 2.1b/Fregat-M,EgyptSat-A,Active,25000000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,2/22/2019,1:45:00,Falcon 9 Block 5,Nusantara Satu & Beresheet,Active,67000000,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France", France,2/27/2019,21:37:00,Soyuz ST-B/Fregat-M,OneWeb #1,Active,0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA", USA,3/2/2019,7:49:00,Falcon 9 Block 5,SpaceX Demo-1,Active,67000000,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",Multinational,3/2/2019,17:45:00,SARGE,Launch 2,Active,0,Partial Failure
CASC,"LC-3, Xichang Satellite Launch Center, China", China,3/9/2019,16:28:00,Long March 3B/E,Zhongxing-6C,Active,29150000,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/14/2019,19:14:00,Soyuz FG,Soyuz MS-12 (58S),Retired,0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,3/16/2019,0:26:00,"Delta IV Medium+ (5,4)",WGS-10,Retired,0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France", France,3/22/2019,1:50:00,Vega,PRISMA,Active,37000000,Success
OneSpace,"Site 95, Jiuquan Satellite Launch Center, China", China,3/27/2019,9:39:00,OS-M1,Lingque-1B,Active,0,Failure
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,3/28/2019,23:27:00,Electron/Curie,Two Thumbs Up,Active,7500000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,3/31/2019,15:51:00,Long March 3B/E,Tianlian-2,Active,29150000,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India", India,4/1/2019,3:57:00,PSLV-QL,EMISAT & Rideshares,Active,21000000,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/4/2019,11:01:00,Soyuz 2.1a,Progress MS-11 (72P),Active,17420000,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France", France,4/4/2019,17:04:00,Soyuz ST-B/Fregat-MT,O3b FM17-FM20,Active,30000000,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA", USA,4/11/2019,22:35:00,Falcon Heavy,ArabSat 6A,Active,90000000,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA", USA,4/17/2019,20:46:00,Antares 230,CRS NG-11,Retired,85000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,4/20/2019,14:30:00,Long March 3B/E,Beidou-3 IGSO-1,Active,29150000,Success
CASC,"Taiyuan Satellite Launch Center, China", China,4/29/2019,22:52:00,Long March 4B,Tianhui-2 Group 01,Active,64680000,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA", USA,5/2/2019,13:35:00,New Shepard,NS-11,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,5/4/2019,6:48:00,Falcon 9 Block 5,CRS-17,Active,67000000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,5/5/2019,6:00:00,Electron/Curie,That's a Funny Looking Cactus,Active,7500000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,5/17/2019,15:48:00,Long March 3C/E,Beidou-2 G8,Active,20000000,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India", India,5/22/2019,0:00:00,PSLV-CA,RISAT-2B,Active,21000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,5/22/2019,22:55:00,Long March 4C,Yaogan Weixing-33,Active,64680000,Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,5/24/2019,2:30:00,Falcon 9 Block 5,Starlink V0.9,Active,67000000,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,5/27/2019,6:23:00,Soyuz 2.1b/Fregat-M,Cosmos 2534,Active,25000000,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Multinational,5/30/2019,17:42:00,Proton-M/Briz-M,Yamal-601,Active,65000000,Success
CASC,"Tai Rui Barge, Yellow Sea",Multinational,6/5/2019,4:06:00,Long March 11H,Jilin-1 & Others,Active,5300000,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA", USA,6/12/2019,14:17:00,Falcon 9 Block 5,RADARSAT Constellation,Active,67000000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,6/20/2019,21:43:00,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16,Active,200000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,6/24/2019,18:09:00,Long March 3B/E,Beidou-3 IGSO-2,Active,29150000,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA", USA,6/25/2019,6:30:00,Falcon Heavy,STP-2,Active,90000000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,6/29/2019,4:30:00,Electron/Curie,Make it Rain,Active,7500000,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",Multinational,6/29/2019,18:00:00,SARGE,Launch 3,Active,0,Partial Failure
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia", Russia,7/5/2019,5:41:00,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",Active,25000000,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/10/2019,17:14:00,Soyuz 2.1v/Volga,Cosmos 2535 to 2538,Active,0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France", France,7/11/2019,1:53:00,Vega,Falcon Eye 1,Active,37000000,Failure
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Multinational,7/13/2019,12:31:00,Proton-M/DM-3,Spektr-RG,Active,65000000,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/20/2019,16:28:00,Soyuz FG,Soyuz MS-13 (59S),Retired,0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India", India,7/22/2019,9:13:00,GSLV Mk III,Chandrayaan-2 lunar mission,Active,62000000,Success
i-Space,"Site 95, Jiuquan Satellite Launch Center, China", China,7/25/2019,5:00:00,Hyperbola-1,CAS-7B & Others,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,7/25/2019,22:01:00,Falcon 9 Block 5,CRS-18,Active,67000000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,7/26/2019,3:57:00,Long March 2C,Yaogan-30-05,Active,30800000,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/30/2019,5:56:00,Soyuz 2.1a/Fregat-M,Meridian-M n†­18L,Active,23000000,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,7/31/2019,12:10:00,Soyuz 2.1a,Progress MS-12,Active,17420000,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Multinational,8/5/2019,21:56:00,Proton-M/Briz-M,Cosmos 2539,Active,65000000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,8/6/2019,19:30:00,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39,Active,200000000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,8/6/2019,23:23:00,Falcon 9 Block 5,AMOS-17,Active,67000000,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,8/8/2019,10:13:00,Atlas V 551,AEHF 5,Active,153000000,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China", China,8/17/2019,4:11:00,Jielong-1,Tianqi-4 & Others,Active,7500000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,8/19/2019,12:03:00,Long March 3B/E,ChinaSat 18,Active,29150000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,8/19/2019,12:12:00,Electron/Curie,"Look Ma, No Hands!",Active,7500000,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/22/2019,3:38:00,Soyuz 2.1a,Soyuz MS-14 (60S),Active,17420000,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,8/22/2019,13:06:00,"Delta IV Medium+ (4,2)",GPS III SV02,Retired,164000000,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran", Iran,8/29/2019,,Safir-1B+,Nahid-1,Active,0,Prelaunch Failure
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,8/30/2019,14:00:00,Rokot/Briz KM,Cosmos 2540,Retired,41800000,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China", China,8/30/2019,23:41:00,Kuaizhou 1A,KX-09 & Others,Active,5800000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,9/12/2019,3:26:00,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1",Active,64680000,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China", China,9/19/2019,6:42:00,Long March 11,Zhuhai-1 Group 03,Active,5300000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,9/22/2019,21:10:00,Long March 3B/YZ-1,BeiDou-3 M23 & M24,Active,0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan", Japan,9/24/2019,16:05:00,H-IIB,HTV-8,Retired,112500000,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,9/25/2019,0:54:00,Long March 2D,Yunhai-1-02,Active,29750000,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/25/2019,13:57:00,Soyuz FG,Soyuz MS-15 (61S),Retired,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,9/26/2019,7:46:00,Soyuz 2.1b/Fregat,Cosmos 2541,Active,25000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,10/4/2019,18:51:00,Long March 4C,Gaofen 10 (Replacement),Active,64680000,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Multinational,10/9/2019,10:17:00,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1,Active,65000000,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA", USA,10/11/2019,1:59:00,Pegasus XL,ICON,Active,40000000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,10/17/2019,1:22:00,Electron/Curie,As The Crow Flies,Active,7500000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,10/17/2019,15:21:00,Long March 3B/E,TJSW-4,Active,29150000,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",Multinational,10/26/2019,17:40:00,SARGE,Launch 4,Active,0,Failure
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA", USA,11/2/2019,13:59:00,Antares 230+,CRS NG-12,Active,85000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,11/3/2019,3:22:00,Long March 4B,Gaofen-7,Active,64680000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,11/4/2019,17:43:00,Long March 3B/E,Beidou-3 IGSO-3,Active,29150000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,11/11/2019,14:56:00,Falcon 9 Block 5,Starlink V1 L1,Active,67000000,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China", China,11/13/2019,3:40:00,Kuaizhou 1A,Jilin 1-02A,Active,5800000,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China", China,11/13/2019,6:35:00,Long March 6,Ningxia-1 (x5),Active,19000000,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China", China,11/17/2019,10:00:00,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B",Active,5800000,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,11/23/2019,0:55:00,Long March 3B/YZ-1,BeiDou-3 M21 & M22,Active,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,11/25/2019,17:52:00,Soyuz 2.1v/Volga,Cosmos 2542 & 2543,Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,11/26/2019,21:23:00,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1,Active,200000000,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India", India,11/27/2019,3:58:00,PSLV-XL,Cartosat-3 & Rideshares,Active,31000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,11/27/2019,23:52:00,Long March 4C,Gaofen-12,Active,64680000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,12/5/2019,17:29:00,Falcon 9 Block 5,CRS-19,Active,67000000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,12/6/2019,8:18:00,Electron/Curie,Running Out Of Fingers,Active,7500000,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/6/2019,9:34:00,Soyuz 2.1a,Progress MS-13 (74P),Active,17420000,Success
ExPace,"Taiyuan Satellite Launch Center, China", China,12/7/2019,2:55:00,Kuaizhou 1A,Jilin-1 Gaofen-02B,Active,5800000,Success
ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China", China,12/7/2019,8:52:00,Kuaizhou 1A,HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,Active,5800000,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,12/11/2019,8:54:00,Soyuz 2.1b/Fregat,Cosmos 2544,Active,25000000,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India", India,12/11/2019,9:55:00,PSLV-QL,RISAT 2BR1,Active,21000000,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA", USA,12/11/2019,17:55:00,New Shepard,NS-12,Active,0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China", China,12/16/2019,7:22:00,Long March 3B/YZ-1,BeiDou-3 M19 & M20,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,12/17/2019,0:10:00,Falcon 9 Block 5,JCSAT-18 / Kacific-1,Active,67000000,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France", France,12/18/2019,8:54:00,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others",Active,30000000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,12/20/2019,3:22:00,Long March 4B,"CBERS-4A, ETRSS-1 & Others",Active,64680000,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,12/20/2019,11:36:00,Atlas V N22,Starliner OFT,Active,0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Multinational,12/24/2019,12:03:00,Proton-M/DM-3,Elektro-L n†­3,Active,65000000,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,12/26/2019,23:11:00,Rokot/Briz KM,"Gonets-M ???24, 25, 26 [block-15] & Blits-M1",Retired,41800000,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China", China,12/27/2019,12:45:00,Long March 5,Shijian-20,Active,0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,1/7/2020,2:19:00,Falcon 9 Block 5,Starlink V1 L2,Active,67000000,Success
CASC,"LC-2, Xichang Satellite Launch Center, China", China,1/7/2020,15:20:00,Long March 3B/E,TJSW-5,Active,29150000,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China", China,1/15/2020,2:53:00,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8,Active,29750000,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China", China,1/16/2020,3:02:00,Kuaizhou 1A,Yinhe-1,Active,5800000,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France", France,1/16/2020,21:05:00,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30,Active,200000000,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA", USA,1/19/2020,15:30:00,Falcon 9 Block 5,Crew Dragon Inflight Abort Test,Active,67000000,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,1/29/2020,14:06:00,Falcon 9 Block 5,Starlink V1 L3,Active,67000000,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand", New Zealand,1/31/2020,2:56:00,Electron/Curie,Birds of a Feather / NROL-151,Active,7500000,Success
Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/6/2020,21:42:00,Soyuz 2.1b/Fregat,OneWeb #2,Active,25000000,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,2/9/2020,1:34:00,H-IIA 202,IGS-Optical 7,Active,90000000,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran", Iran,2/9/2020,15:48:00,Simorgh,Zafar 1,Active,0,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,2/10/2020,4:03:00,Atlas V 411,Solar Orbiter,Retired,115000000,Success
